Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1973,1973,°c,-0.561,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1974,1974,°c,0.958,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1975,1975,°c,0.462,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1976,1976,°c,-2.088,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1977,1977,°c,-0.47,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1978,1978,°c,-0.039,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1979,1979,°c,1.613,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1980,1980,°c,-0.031,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1981,1981,°c,1.717,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1982,1982,°c,-1.349,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1983,1983,°c,-1.7,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1984,1984,°c,0.16,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1985,1985,°c,0.56,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1986,1986,°c,0.683,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1987,1987,°c,-0.58,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1988,1988,°c,-0.214,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1989,1989,°c,-0.311,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1990,1990,°c,-0.049,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1991,1991,°c,1.41,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1992,1992,°c,-0.875,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1993,1993,°c,-0.952,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1994,1994,°c,0.666,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1995,1995,°c,0.441,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1996,1996,°c,0.308,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1997,1997,°c,-1.965,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1998,1998,°c,-1.928,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,1999,1999,°c,1.377,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2000,2000,°c,0.028,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2001,2001,°c,3.078,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2002,2002,°c,1.597,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2003,2003,°c,-1.672,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2004,2004,°c,1.75,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2005,2005,°c,1.789,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2006,2006,°c,1.097,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2007,2007,°c,0.56,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2008,2008,°c,1.541,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2009,2009,°c,0.463,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2010,2010,°c,2.695,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2011,2011,°c,1.427,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2012,2012,°c,-1.225,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2013,2013,°c,3.903,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2014,2014,°c,0.699,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2015,2015,°c,0.017,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2016,2016,°c,0.742,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2017,2017,°c,0.591,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2018,2018,°c,3.485,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2019,2019,°c,-0.482,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2020,2020,°c,1.05,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2021,2021,°c,0.648,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7003,March,2022,2022,°c,-1.14,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1961,1961,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1962,1962,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1963,1963,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1964,1964,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1965,1965,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1966,1966,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1967,1967,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1968,1968,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1969,1969,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1970,1970,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1971,1971,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1972,1972,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1973,1973,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1974,1974,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1975,1975,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1976,1976,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1977,1977,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1978,1978,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1979,1979,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1980,1980,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1981,1981,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1982,1982,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1983,1983,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1984,1984,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1985,1985,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1986,1986,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1987,1987,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1988,1988,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1989,1989,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1990,1990,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1991,1991,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1992,1992,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1993,1993,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1994,1994,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1995,1995,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1996,1996,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1997,1997,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1998,1998,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,1999,1999,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2000,2000,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2001,2001,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2002,2002,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2003,2003,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2004,2004,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2005,2005,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2006,2006,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2007,2007,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2008,2008,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2009,2009,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2010,2010,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2011,2011,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2012,2012,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2013,2013,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2014,2014,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2015,2015,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2016,2016,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2017,2017,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2018,2018,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2019,2019,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2020,2020,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2021,2021,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7003,March,2022,2022,°c,1.328,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1961,1961,°c,-0.203,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1962,1962,°c,0.178,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1963,1963,°c,0.496,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1964,1964,°c,0.308,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1965,1965,°c,-1.407,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1966,1966,°c,-0.152,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1967,1967,°c,1.256,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1968,1968,°c,1.048,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1969,1969,°c,-0.595,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1970,1970,°c,-0.512,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1971,1971,°c,0.637,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1972,1972,°c,-0.155,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1973,1973,°c,-0.722,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1974,1974,°c,0.69,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1975,1975,°c,0.127,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1976,1976,°c,-0.784,E,Estimated value
